ExpenseID|Category|Amount|Date|RelatedProjectID|Description|ApprovedBy|PaymentMethod|ExpenseStatus
904|Premium Materials|10167.15|2025-02-11|1111|Premium Materials expense for Project #1111|57|Corporate Card|Paid
905|Luxury Office Lease|7955.25|2021-05-26|None|Luxury Office Lease expense (Overhead)|140|ACH|Paid
906|Custom Fabrication|103392.42|2023-04-19|167|Custom Fabrication expense for Project #167|58|Check|Paid
907|Office Supplies|5818.33|2022-03-21|None|Office Supplies expense (Overhead)|169|Wire Transfer|Paid
908|Custom Fabrication|73136.96|2024-04-07|608|Custom Fabrication expense for Project #608|58|ACH|Paid
909|Subcontractor Fees|14418.95|2023-10-06|742|Subcontractor Fees expense for Project #742|61|Check|Paid
910|Trade Show Exhibitions|3555.35|2022-08-17|None|Trade Show Exhibitions expense (Overhead)|142|Check|Paid
911|Premium Materials|97708.36|2021-05-18|256|Premium Materials expense for Project #256|3|Wire Transfer|Paid
912|Design Services|46808.09|2023-03-09|1104|Design Services expense for Project #1104|75|Corporate Card|Paid
913|Design Services|34058.33|2025-01-10|1092|Design Services expense for Project #1092|21|Check|Paid
914|Client Entertainment|10565.66|2023-04-18|None|Client Entertainment expense (Overhead)|164|Check|Paid
915|Programming Services|34855.72|2024-04-07|27|Programming Services expense for Project #27|9|Wire Transfer|Paid
916|Premium Materials|51467.9|2021-07-26|134|Premium Materials expense for Project #134|58|Wire Transfer|Paid
917|Design Software Licenses|4377.75|2021-02-07|None|Design Software Licenses expense (Overhead)|124|Check|Paid
918|Travel & Lodging (Project Specific)|93906.85|2024-06-14|396|Travel & Lodging (Project Specific) expense for Project #396|133|Wire Transfer|Paid
919|Premium Materials|56217.15|2023-07-09|1033|Premium Materials expense for Project #1033|Pending|Wire Transfer|Paid
920|Travel & Lodging (Project Specific)|80714.21|2024-04-16|870|Travel & Lodging (Project Specific) expense for Project #870|69|Check|Paid
921|Premium Insurance|7004.2|2021-07-05|None|Premium Insurance expense (Overhead)|61|Wire Transfer|Paid
922|Premium Materials|9181.16|2024-08-26|163|Premium Materials expense for Project #163|58|Corporate Card|Paid
923|Luxury Office Lease|2742.41|2020-03-11|None|Luxury Office Lease expense (Overhead)|Pending|Wire Transfer|Paid
924|Specialized Equipment Rental|101368.37|2022-04-07|107|Specialized Equipment Rental expense for Project #107|141|Corporate Card|Paid
925|Permits and Inspections|169301.58|2024-01-11|907|Permits and Inspections expense for Project #907|147|ACH|Paid
926|Subcontractor Fees|88400.7|2021-08-30|746|Subcontractor Fees expense for Project #746|75|Corporate Card|Paid
927|Design Services|66639.81|2024-10-22|1159|Design Services expense for Project #1159|196|Check|Paid
928|Programming Services|28995.79|2025-02-11|289|Programming Services expense for Project #289|141|Corporate Card|Paid
929|Custom Fabrication|42491.66|2021-06-29|1036|Custom Fabrication expense for Project #1036|75|Wire Transfer|Paid
930|Premium Materials|41070.88|2021-04-27|1153|Premium Materials expense for Project #1153|172|Wire Transfer|Paid
931|Design Services|28475.75|2024-04-06|339|Design Services expense for Project #339|54|Wire Transfer|Paid
932|Subcontractor Fees|156140.41|2021-09-01|1156|Subcontractor Fees expense for Project #1156|16|Check|Paid
933|Travel & Lodging (Project Specific)|93007.23|2024-08-11|866|Travel & Lodging (Project Specific) expense for Project #866|109|ACH|Paid
934|Premium Materials|105478.56|2024-07-13|836|Premium Materials expense for Project #836|3|Wire Transfer|Paid
935|Premium Materials|131374.18|2024-04-17|959|Premium Materials expense for Project #959|140|Wire Transfer|Paid
936|Advanced Training Programs|1355.62|2023-03-01|None|Advanced Training Programs expense (Overhead)|109|Wire Transfer|Paid
937|Utilities|3508.51|2023-05-18|None|Utilities expense (Overhead)|185|Corporate Card|Paid
938|Utilities|5024.9|2024-09-04|None|Utilities expense (Overhead)|141|Corporate Card|Paid
939|Subcontractor Fees|38374.9|2024-07-15|874|Subcontractor Fees expense for Project #874|131|ACH|Paid
940|Travel & Lodging (Project Specific)|175522.16|2022-06-13|818|Travel & Lodging (Project Specific) expense for Project #818|116|Check|Paid
941|Specialized Equipment Rental|20823.74|2024-01-10|153|Specialized Equipment Rental expense for Project #153|75|Check|Paid
942|Marketing & Branding|546.33|2022-04-06|None|Marketing & Branding expense (Overhead)|106|Wire Transfer|Paid
943|Subcontractor Fees|149613.4|2025-04-09|1090|Subcontractor Fees expense for Project #1090|Pending|Corporate Card|Paid
944|Custom Fabrication|73577.01|2024-01-09|108|Custom Fabrication expense for Project #108|54|ACH|Paid
945|Subcontractor Fees|156250.81|2025-02-16|64|Subcontractor Fees expense for Project #64|140|Corporate Card|Paid
946|Luxury Office Lease|9699.33|2023-08-23|None|Luxury Office Lease expense (Overhead)|58|ACH|Paid
947|Design Services|21616.05|2023-03-23|1105|Design Services expense for Project #1105|75|Check|Paid
948|Premium Materials|72702.16|2025-03-06|826|Premium Materials expense for Project #826|61|ACH|Paid
949|Office Supplies|4952.37|2021-03-09|None|Office Supplies expense (Overhead)|106|Wire Transfer|Paid
950|Custom Fabrication|93527.27|2022-02-28|629|Custom Fabrication expense for Project #629|56|Check|Paid
951|Permits and Inspections|175405.44|2023-07-03|753|Permits and Inspections expense for Project #753|106|Check|Paid
952|Specialized Equipment Rental|162889.2|2025-02-20|1009|Specialized Equipment Rental expense for Project #1009|54|Wire Transfer|Paid
953|Office Supplies|2782.04|2023-01-13|None|Office Supplies expense (Overhead)|172|Corporate Card|Paid
954|Client Entertainment|3183.76|2021-03-05|None|Client Entertainment expense (Overhead)|133|Check|Paid
955|Custom Fabrication|47559.69|2024-06-13|204|Custom Fabrication expense for Project #204|55|Check|Paid
956|Professional Association Dues|10734.55|2021-09-22|None|Professional Association Dues expense (Overhead)|140|Wire Transfer|Paid
957|Office Supplies|9032.31|2022-04-18|None|Office Supplies expense (Overhead)|Pending|Corporate Card|Paid
958|Design Services|159136.22|2022-12-03|287|Design Services expense for Project #287|185|Wire Transfer|Paid
959|Premium Materials|100237.1|2025-03-13|1024|Premium Materials expense for Project #1024|61|Wire Transfer|Unpaid
960|Premium Materials|111218.75|2022-07-13|301|Premium Materials expense for Project #301|140|Check|Paid
961|Design Services|196269.15|2021-05-21|758|Design Services expense for Project #758|21|Check|Paid
962|Custom Fabrication|49689.74|2024-09-24|14|Custom Fabrication expense for Project #14|57|ACH|Paid
963|Design Services|80149.19|2022-01-06|358|Design Services expense for Project #358|124|Check|Paid
964|Marketing & Branding|7716.62|2021-12-22|None|Marketing & Branding expense (Overhead)|125|Wire Transfer|Paid
965|Custom Fabrication|14150.46|2024-08-12|929|Custom Fabrication expense for Project #929|16|Wire Transfer|Paid
966|Travel & Lodging (Project Specific)|98264.0|2023-08-15|924|Travel & Lodging (Project Specific) expense for Project #924|164|Corporate Card|Paid
967|Subcontractor Fees|38345.1|2022-10-04|177|Subcontractor Fees expense for Project #177|133|Check|Paid
968|Subcontractor Fees|92654.72|2024-01-27|110|Subcontractor Fees expense for Project #110|116|Corporate Card|Paid
969|Custom Fabrication|124775.95|2022-01-13|748|Custom Fabrication expense for Project #748|106|Check|Paid
970|Luxury Office Lease|2482.86|2020-10-17|None|Luxury Office Lease expense (Overhead)|54|Corporate Card|Paid
971|Design Services|24860.6|2023-11-19|976|Design Services expense for Project #976|142|Check|Paid
972|Fuel|3051.76|2021-07-23|None|Fuel expense (Overhead)|164|Corporate Card|Paid
973|Premium Vehicle Fleet|9759.1|2022-06-27|None|Premium Vehicle Fleet expense (Overhead)|116|Corporate Card|Paid
974|Subcontractor Fees|149382.69|2024-12-10|733|Subcontractor Fees expense for Project #733|106|Check|Paid
975|Professional Association Dues|9928.09|2023-11-12|None|Professional Association Dues expense (Overhead)|61|ACH|Paid
976|Permits and Inspections|18988.35|2025-04-09|435|Permits and Inspections expense for Project #435|109|Check|Unpaid
977|High-End Test Equipment|4243.71|2020-02-22|None|High-End Test Equipment expense (Overhead)|21|ACH|Paid
978|Design Software Licenses|8274.2|2023-05-17|None|Design Software Licenses expense (Overhead)|124|Wire Transfer|Paid
979|Travel & Lodging (Project Specific)|70080.17|2021-12-08|717|Travel & Lodging (Project Specific) expense for Project #717|131|ACH|Paid
980|Subcontractor Fees|183408.27|2024-08-30|8|Subcontractor Fees expense for Project #8|172|ACH|Paid
981|Permits and Inspections|107254.02|2024-09-20|1009|Permits and Inspections expense for Project #1009|106|ACH|Paid
982|Custom Fabrication|24516.36|2023-12-14|1170|Custom Fabrication expense for Project #1170|190|Check|Paid
983|Design Services|108955.81|2024-12-10|451|Design Services expense for Project #451|185|ACH|Paid
984|Premium Materials|16472.02|2024-07-01|131|Premium Materials expense for Project #131|55|ACH|Paid
985|Permits and Inspections|16656.64|2023-02-26|1039|Permits and Inspections expense for Project #1039|3|ACH|Paid
986|Design Services|16902.67|2021-09-25|825|Design Services expense for Project #825|189|Wire Transfer|Paid
987|Subcontractor Fees|35028.77|2024-11-25|530|Subcontractor Fees expense for Project #530|133|Corporate Card|Paid
988|Permits and Inspections|126624.27|2021-11-30|664|Permits and Inspections expense for Project #664|16|ACH|Paid
989|Permits and Inspections|8242.45|2023-10-10|876|Permits and Inspections expense for Project #876|21|Check|Paid
990|Trade Show Exhibitions|1242.59|2024-09-25|None|Trade Show Exhibitions expense (Overhead)|9|Check|Paid
991|Permits and Inspections|104407.88|2025-02-11|1046|Permits and Inspections expense for Project #1046|141|Corporate Card|Unpaid
992|Utilities|10767.98|2024-08-01|None|Utilities expense (Overhead)|141|Wire Transfer|Paid
993|Design Services|104329.53|2021-09-03|292|Design Services expense for Project #292|190|Corporate Card|Paid
994|Programming Services|57808.63|2022-07-31|768|Programming Services expense for Project #768|125|Wire Transfer|Paid
995|Premium Insurance|4091.98|2021-11-19|None|Premium Insurance expense (Overhead)|69|Corporate Card|Paid
996|Travel & Lodging (Project Specific)|140654.2|2025-04-07|760|Travel & Lodging (Project Specific) expense for Project #760|169|Wire Transfer|Paid
997|High-End Test Equipment|8495.48|2020-07-20|None|High-End Test Equipment expense (Overhead)|Pending|Wire Transfer|Paid
998|Custom Fabrication|92816.32|2024-10-27|810|Custom Fabrication expense for Project #810|169|Check|Paid
999|Fuel|5499.11|2024-01-02|None|Fuel expense (Overhead)|133|Check|Paid
1000|Permits and Inspections|11445.79|2022-01-28|986|Permits and Inspections expense for Project #986|169|ACH|Paid
1001|Trade Show Exhibitions|9873.49|2020-11-09|None|Trade Show Exhibitions expense (Overhead)|169|Check|Paid
1002|Custom Fabrication|196493.86|2023-12-21|611|Custom Fabrication expense for Project #611|69|Corporate Card|Paid
1003|Permits and Inspections|26197.01|2023-05-19|131|Permits and Inspections expense for Project #131|Pending|Corporate Card|Paid
1004|Premium Insurance|6721.89|2020-08-25|None|Premium Insurance expense (Overhead)|69|Corporate Card|Paid
1005|Permits and Inspections|9341.11|2023-04-08|929|Permits and Inspections expense for Project #929|58|ACH|Paid
1006|Client Entertainment|2782.79|2021-05-20|None|Client Entertainment expense (Overhead)|185|ACH|Paid
1007|Subcontractor Fees|22088.01|2025-03-03|1083|Subcontractor Fees expense for Project #1083|125|Wire Transfer|Unpaid
1008|Design Software Licenses|4426.3|2021-08-22|None|Design Software Licenses expense (Overhead)|55|Wire Transfer|Paid
1009|Premium Vehicle Fleet|396.8|2024-11-12|None|Premium Vehicle Fleet expense (Overhead)|21|Check|Paid
1010|Permits and Inspections|24602.57|2023-06-25|421|Permits and Inspections expense for Project #421|190|Corporate Card|Paid
1011|High-End Test Equipment|9405.62|2022-11-15|None|High-End Test Equipment expense (Overhead)|169|Corporate Card|Paid
1012|Permits and Inspections|48248.8|2022-11-03|955|Permits and Inspections expense for Project #955|61|ACH|Paid
1013|Custom Fabrication|33254.58|2023-07-18|291|Custom Fabrication expense for Project #291|185|ACH|Paid
1014|Subcontractor Fees|112027.97|2023-11-11|917|Subcontractor Fees expense for Project #917|54|Wire Transfer|Paid
1015|Utilities|769.9|2020-05-05|None|Utilities expense (Overhead)|54|ACH|Paid
1016|Office Supplies|1867.38|2025-01-02|None|Office Supplies expense (Overhead)|3|Wire Transfer|Paid
1017|Permits and Inspections|68159.0|2025-03-31|29|Permits and Inspections expense for Project #29|190|ACH|Unpaid
1018|Programming Services|17242.43|2021-08-23|666|Programming Services expense for Project #666|61|Check|Paid
1019|Vehicle Maintenance|7666.84|2024-08-29|None|Vehicle Maintenance expense (Overhead)|75|Wire Transfer|Paid
1020|Programming Services|28470.83|2024-05-08|339|Programming Services expense for Project #339|116|ACH|Paid
1021|Fuel|5174.59|2022-10-07|None|Fuel expense (Overhead)|190|Corporate Card|Paid
1022|Design Services|122869.59|2024-11-17|265|Design Services expense for Project #265|75|ACH|Paid
1023|Custom Fabrication|134449.71|2021-10-03|649|Custom Fabrication expense for Project #649|142|Corporate Card|Paid
1024|Premium Materials|63874.55|2021-02-28|144|Premium Materials expense for Project #144|55|Corporate Card|Paid
1025|Design Services|138327.85|2023-06-27|482|Design Services expense for Project #482|131|Corporate Card|Paid
1026|Fuel|6722.78|2024-10-19|None|Fuel expense (Overhead)|172|Wire Transfer|Paid
1027|Programming Services|23041.72|2025-03-27|159|Programming Services expense for Project #159|169|Corporate Card|Unpaid
1028|Utilities|8853.97|2021-10-30|None|Utilities expense (Overhead)|109|Check|Paid
1029|Permits and Inspections|113877.87|2024-06-01|588|Permits and Inspections expense for Project #588|16|ACH|Paid
1030|Design Software Licenses|10648.51|2024-09-18|None|Design Software Licenses expense (Overhead)|21|Wire Transfer|Paid
1031|Travel & Lodging (Project Specific)|141415.94|2023-03-23|952|Travel & Lodging (Project Specific) expense for Project #952|190|Wire Transfer|Paid
1032|Client Entertainment|7627.96|2024-06-16|None|Client Entertainment expense (Overhead)|54|ACH|Paid
1033|Custom Fabrication|89947.55|2024-10-26|582|Custom Fabrication expense for Project #582|133|Wire Transfer|Paid
1034|Permits and Inspections|32031.46|2021-02-25|307|Permits and Inspections expense for Project #307|54|Check|Paid
1035|Travel & Lodging (Project Specific)|61362.09|2022-03-06|575|Travel & Lodging (Project Specific) expense for Project #575|Pending|ACH|Paid
1036|Permits and Inspections|8695.65|2024-09-18|444|Permits and Inspections expense for Project #444|58|Wire Transfer|Paid
1037|Premium Insurance|3000.78|2022-08-22|None|Premium Insurance expense (Overhead)|116|Wire Transfer|Paid
1038|Custom Fabrication|30790.99|2023-11-08|67|Custom Fabrication expense for Project #67|58|Check|Paid
1039|Trade Show Exhibitions|1927.67|2023-11-15|None|Trade Show Exhibitions expense (Overhead)|116|Check|Paid
1040|Travel & Lodging (Project Specific)|68804.37|2021-10-13|35|Travel & Lodging (Project Specific) expense for Project #35|172|ACH|Paid
