TimelineEntryID|ProjectID|Milestone|EstimatedDate|ActualDate|Status|Notes
2324|299|Materials Ordered|2021-02-11|2021-02-17|Completed|Ahead of schedule
2325|299|Rough-In Start|2021-02-13|2021-02-19|Completed|Ahead of schedule
2326|299|Rough-In Complete|2021-02-22|2021-02-20|Completed|
2327|299|Trim-Out Start|2021-02-25|2021-03-04|Completed|Slight delay - Materials
2328|299|Trim-Out Complete|2021-03-12|2021-03-10|Completed|
2329|299|Programming Start|2021-03-16|2021-03-23|Completed|Slight delay - Materials
2330|299|Programming Complete|2021-03-25|2021-03-28|Completed|
2331|299|Final Walkthrough|2021-04-04|2021-04-02|Completed|
2332|300|Design Approval|2022-02-20|2022-02-28|Completed|Delayed - Client Request
2333|300|Materials Ordered|2022-02-21|2022-03-01|Completed|
2334|300|Rough-In Start|2022-03-03|2022-03-05|Completed|
2335|300|Rough-In Complete|2022-03-08|2022-03-06|Completed|
2336|300|Trim-Out Start|2022-03-11|2022-03-19|Completed|Delayed - Client Request
2337|300|Trim-Out Complete|2022-03-17|2022-03-28|Completed|Delayed - Client Request
2338|300|Programming Start|2022-03-18|2022-04-01|Completed|Delayed - Inspections
2339|300|Programming Complete|2022-03-28|2022-04-06|Completed|
2340|300|Final Walkthrough|2022-03-29|2022-04-12|Completed|
2341|301|Design Approval|2022-05-30|2022-06-07|Completed|Delayed - Materials
2342|301|Materials Ordered|2022-06-09|2022-06-23|Completed|Delayed - Inspections
2343|301|Rough-In Start|2022-06-25|2022-07-05|Completed|Delayed - Materials
2344|301|Rough-In Complete|2022-07-06|2022-07-07|Completed|
2345|301|Trim-Out Start|2022-07-16|2022-07-21|Completed|
2346|301|Trim-Out Complete|2022-08-03|2022-08-04|Completed|
2347|301|Programming Start|2022-08-11|2022-08-09|Completed|
2348|301|Programming Complete|2022-08-20|2022-08-22|Completed|
2349|301|Final Walkthrough|2022-08-29|2022-09-02|Completed|
2350|303|Design Approval|2021-09-18|2021-09-18|Completed|
2351|303|Materials Ordered|2021-10-02|2021-10-11|Completed|Delayed - Client Request
2352|303|Rough-In Start|2021-10-10|2021-10-13|Completed|
2353|303|Rough-In Complete|2021-10-16|2021-10-22|Completed|Delayed - Materials
2354|303|Trim-Out Start|2021-10-22|2021-10-30|Completed|Delayed - Materials
2355|303|Trim-Out Complete|2021-11-04|2021-11-07|Completed|
2356|303|Programming Start|2021-11-12|2021-11-09|Completed|
2357|303|Programming Complete|2021-11-22|2021-11-17|Completed|
2358|303|Final Walkthrough|2021-12-02|2021-12-15|Completed|Delayed - Client Request
2359|304|Design Approval|2022-07-02|2022-07-03|Completed|
2360|304|Materials Ordered|2022-07-08|2022-07-06|Completed|
2361|304|Rough-In Start|2022-07-09|2022-07-08|Completed|
2362|304|Rough-In Complete|2022-07-12|2022-07-16|Completed|Ahead of schedule
2363|304|Trim-Out Start|2022-07-20|2022-07-29|Completed|Ahead of schedule
2364|304|Trim-Out Complete|2022-07-21|2022-08-03|Completed|Ahead of schedule
2365|304|Programming Start|2022-07-25|2022-08-03|Completed|Ahead of schedule
2366|304|Programming Complete|2022-07-26|2022-08-05|Completed|
2367|304|Final Walkthrough|2022-07-29|2022-08-07|Completed|
2368|306|Design Approval|2022-06-29|TBD|Pending|
2369|306|Materials Ordered|2022-07-17|TBD|Pending|
2370|306|Rough-In Start|2022-08-04|TBD|Pending|
2371|306|Rough-In Complete|2022-08-18|TBD|Pending|
2372|306|Trim-Out Start|2022-09-03|TBD|Pending|
2373|306|Trim-Out Complete|2022-09-26|TBD|Pending|
2374|306|Programming Start|2022-10-13|TBD|Pending|
2375|306|Programming Complete|2022-10-29|TBD|Pending|
2376|306|Final Walkthrough|2022-11-09|TBD|Pending|
2377|307|Design Approval|2021-02-23|2021-02-21|Completed|
2378|307|Materials Ordered|2021-03-01|2021-03-08|Completed|Delayed - Inspections
2379|307|Rough-In Start|2021-03-21|2021-03-29|Completed|Delayed - Client Request
2380|307|Rough-In Complete|2021-03-31|2021-04-06|Completed|Delayed - Client Request
2381|307|Trim-Out Start|2021-04-07|2021-04-16|Completed|Delayed - Materials
2382|307|Trim-Out Complete|2021-04-13|2021-04-26|Completed|Delayed - Client Request
2383|307|Programming Start|2021-05-02|2021-05-01|Completed|
2384|307|Programming Complete|2021-05-05|2021-05-19|Completed|Delayed - Materials
2385|307|Final Walkthrough|2021-05-18|2021-05-20|Completed|
2386|308|Design Approval|2022-11-17|2022-11-20|Completed|
2387|308|Materials Ordered|2022-11-26|2022-11-26|Completed|
2388|308|Rough-In Start|2022-12-14|2022-12-08|Completed|
2389|308|Rough-In Complete|2022-12-31|2023-01-10|Completed|Delayed - Client Request
2390|308|Trim-Out Start|2023-01-03|2023-01-16|Completed|
2391|308|Trim-Out Complete|2023-01-19|2023-01-27|Completed|Delayed - Client Request
2392|308|Programming Start|2023-02-01|2023-02-01|Completed|
2393|308|Programming Complete|2023-02-21|2023-02-23|Completed|
2394|308|Final Walkthrough|2023-02-27|2023-02-24|Completed|
2395|310|Design Approval|2022-09-07|2022-09-15|Completed|Delayed - Inspections
2396|310|Materials Ordered|2022-09-16|2022-09-16|Completed|
2397|310|Rough-In Start|2022-09-20|2022-09-24|Completed|
2398|310|Rough-In Complete|2022-09-22|2022-09-28|Completed|
2399|310|Trim-Out Start|2022-09-24|2022-09-30|Completed|Delayed - Inspections
2400|310|Trim-Out Complete|2022-09-25|2022-10-07|Completed|
2401|310|Programming Start|2022-09-29|2022-10-10|Completed|
2402|310|Programming Complete|2022-10-09|2022-10-14|Completed|
2403|310|Final Walkthrough|2022-10-10|2022-10-21|Completed|
2404|311|Design Approval|2024-08-18|2024-08-15|Completed|
2405|311|Materials Ordered|2024-09-01|2024-08-31|Completed|
2406|311|Rough-In Start|2024-09-05|2024-09-13|Completed|Delayed - Client Request
2407|311|Rough-In Complete|2024-09-15|2024-09-18|Completed|
2408|311|Trim-Out Start|2024-10-04|2024-10-10|Completed|Delayed - Inspections
2409|311|Trim-Out Complete|2024-10-18|2024-10-12|Completed|
2410|311|Programming Start|2024-10-23|2024-10-22|Completed|
2411|311|Programming Complete|2024-11-04|2024-10-29|Completed|
2412|311|Final Walkthrough|2024-11-21|2024-12-05|Completed|Delayed - Materials
2413|312|Design Approval|2021-04-05|2021-04-10|Completed|Ahead of schedule
2414|312|Materials Ordered|2021-04-18|2021-04-18|Completed|
2415|312|Rough-In Start|2021-05-04|2021-05-02|Completed|
2416|312|Rough-In Complete|2021-05-17|2021-05-12|Completed|
2417|312|Trim-Out Start|2021-06-07|2021-06-13|Completed|Ahead of schedule
2418|312|Trim-Out Complete|2021-06-23|2021-06-18|Completed|
2419|312|Programming Start|2021-07-07|2021-07-17|Completed|Ahead of schedule
2420|312|Programming Complete|2021-07-23|2021-07-19|Completed|
2421|312|Final Walkthrough|2021-07-31|2021-08-07|Completed|Ahead of schedule
2422|313|Design Approval|2022-11-02|2022-10-30|Completed|
2423|313|Materials Ordered|2022-11-14|2022-11-09|Completed|
2424|313|Rough-In Start|2022-12-02|2022-12-09|Completed|Delayed - Materials
2425|313|Rough-In Complete|2022-12-28|2022-12-28|Completed|
2426|313|Trim-Out Start|2023-01-14|2023-01-21|Completed|Delayed - Client Request
2427|313|Trim-Out Complete|2023-02-02|2023-02-14|Completed|Delayed - Inspections
2428|313|Programming Start|2023-02-28|2023-03-05|Completed|
2429|313|Programming Complete|2023-03-12|2023-03-24|Completed|Delayed - Materials
2430|313|Final Walkthrough|2023-04-04|2023-04-05|Completed|
2431|314|Design Approval|2024-05-18|2024-05-12|Completed|
2432|314|Materials Ordered|2024-05-30|2024-06-13|Completed|Delayed - Client Request
2433|314|Rough-In Start|2024-06-08|2024-06-20|Completed|
2434|314|Rough-In Complete|2024-06-15|2024-06-25|Completed|
2435|314|Trim-Out Start|2024-06-21|2024-06-26|Completed|
2436|314|Trim-Out Complete|2024-07-04|2024-07-08|Completed|
2437|314|Programming Start|2024-07-06|2024-07-18|Completed|Delayed - Inspections
2438|314|Programming Complete|2024-07-24|2024-07-29|Completed|
2439|314|Final Walkthrough|2024-07-27|2024-08-08|Completed|Delayed - Inspections
2440|315|Design Approval|2024-01-08|2024-01-01|Completed|
2441|315|Materials Ordered|2024-01-09|2024-01-10|Completed|
2442|315|Rough-In Start|2024-01-17|2024-01-17|Completed|
2443|315|Rough-In Complete|2024-01-18|2024-01-20|Completed|
2444|315|Trim-Out Start|2024-01-27|2024-01-22|Completed|
2445|315|Trim-Out Complete|2024-02-01|2024-01-26|Completed|
2446|315|Programming Start|2024-02-02|2024-02-12|Completed|Delayed - Client Request
2447|315|Programming Complete|2024-02-12|2024-02-15|Completed|
2448|315|Final Walkthrough|2024-02-16|2024-03-01|Completed|Delayed - Client Request
2449|316|Design Approval|2023-10-20|2023-10-20|Completed|
2450|316|Materials Ordered|2023-11-04|2023-11-13|Completed|Ahead of schedule
2451|316|Rough-In Start|2023-11-12|2023-11-16|Completed|
2452|316|Rough-In Complete|2023-11-13|2023-11-18|Completed|Ahead of schedule
2453|316|Trim-Out Start|2023-11-20|2023-11-21|Completed|
2454|316|Trim-Out Complete|2023-12-04|2023-11-29|Completed|
2455|316|Programming Start|2023-12-16|2023-12-16|Completed|
2456|316|Programming Complete|2023-12-22|2023-12-30|Completed|Ahead of schedule
2457|316|Final Walkthrough|2023-12-25|2023-12-31|Completed|Slight delay - Materials
2458|317|Design Approval|2024-02-08|TBD|Pending|
2459|317|Materials Ordered|2024-02-18|TBD|Pending|
2460|317|Rough-In Start|2024-02-25|TBD|Pending|
2461|317|Rough-In Complete|2024-03-11|TBD|Pending|
2462|317|Trim-Out Start|2024-03-20|TBD|Pending|
2463|317|Trim-Out Complete|2024-04-07|TBD|Pending|
2464|317|Programming Start|2024-04-13|TBD|Pending|
2465|317|Programming Complete|2024-04-24|TBD|Pending|
2466|317|Final Walkthrough|2024-05-13|TBD|Pending|
2467|318|Design Approval|2022-10-06|2022-10-10|Completed|
2468|318|Materials Ordered|2022-10-26|2022-10-29|Completed|
2469|318|Rough-In Start|2022-11-16|2022-11-14|Completed|
2470|318|Rough-In Complete|2022-12-04|2022-11-28|Completed|
2471|318|Trim-Out Start|2022-12-27|2022-12-20|Completed|
2472|318|Trim-Out Complete|2023-01-20|2023-02-02|Completed|Delayed - Client Request
2473|318|Programming Start|2023-01-29|2023-02-09|Completed|
2474|318|Programming Complete|2023-02-19|2023-02-15|Completed|
2475|318|Final Walkthrough|2023-03-11|2023-03-13|Completed|
2476|320|Design Approval|2025-02-21|2025-02-23|Completed|
2477|320|Materials Ordered|2025-03-14|2025-03-10|Completed|
2478|320|Rough-In Start|2025-04-08|2025-04-22|Completed|Delayed - Materials
2479|320|Rough-In Complete|2025-04-16|2025-04-27|Completed|
2480|320|Trim-Out Start|2025-05-13|2025-05-23|Completed|Delayed - Client Request
2481|320|Trim-Out Complete|2025-05-28|2025-06-07|Completed|Delayed - Materials
2482|320|Programming Start|2025-06-11|2025-06-15|Completed|
2483|320|Programming Complete|2025-06-25|2025-06-20|Completed|
2484|320|Final Walkthrough|2025-07-13|2025-07-17|Completed|
2485|321|Design Approval|2023-05-11|2023-05-22|Completed|Delayed - Inspections
2486|321|Materials Ordered|2023-05-19|2023-05-26|Completed|Delayed - Inspections
2487|321|Rough-In Start|2023-05-23|2023-06-03|Completed|Delayed - Client Request
2488|321|Rough-In Complete|2023-06-01|2023-06-04|Completed|
2489|321|Trim-Out Start|2023-06-03|2023-06-17|Completed|Delayed - Client Request
2490|321|Trim-Out Complete|2023-06-08|2023-06-24|Completed|
2491|321|Programming Start|2023-06-13|2023-06-27|Completed|
2492|321|Programming Complete|2023-06-30|2023-07-03|Completed|
2493|321|Final Walkthrough|2023-07-01|2023-07-05|Completed|
2494|322|Design Approval|2022-03-09|TBD|Pending|
2495|322|Materials Ordered|2022-03-16|TBD|Pending|
2496|322|Rough-In Start|2022-04-04|TBD|Pending|
2497|322|Rough-In Complete|2022-04-23|TBD|Pending|
2498|322|Trim-Out Start|2022-05-05|TBD|Pending|
2499|322|Trim-Out Complete|2022-05-15|TBD|Pending|
2500|322|Programming Start|2022-06-05|TBD|Pending|
2501|322|Programming Complete|2022-06-18|TBD|Pending|
2502|322|Final Walkthrough|2022-07-07|TBD|Pending|
2503|323|Design Approval|2022-05-20|2022-05-30|Completed|Slight delay - Materials
2504|323|Materials Ordered|2022-06-01|2022-06-05|Completed|Ahead of schedule
2505|323|Rough-In Start|2022-06-02|2022-06-06|Completed|Ahead of schedule
2506|323|Rough-In Complete|2022-06-10|2022-06-08|Completed|
2507|323|Trim-Out Start|2022-06-12|2022-06-17|Completed|Ahead of schedule
2508|323|Trim-Out Complete|2022-06-13|2022-06-23|Completed|Slight delay - Materials
2509|323|Programming Start|2022-06-16|2022-06-23|Completed|Slight delay - Materials
2510|323|Programming Complete|2022-06-24|2022-06-26|Completed|
2511|323|Final Walkthrough|2022-06-27|2022-06-30|Completed|
2512|324|Design Approval|2025-02-23|2025-02-22|Completed|
2513|324|Materials Ordered|2025-02-24|2025-03-06|Completed|Delayed - Materials
2514|324|Rough-In Start|2025-03-03|2025-03-14|Completed|Delayed - Inspections
2515|324|Rough-In Complete|2025-03-04|2025-03-14|Completed|Delayed - Client Request
2516|324|Trim-Out Start|2025-03-10|2025-03-18|Completed|
2517|324|Trim-Out Complete|2025-03-13|2025-03-24|Completed|
2518|324|Programming Start|2025-03-18|2025-03-24|Completed|Delayed - Materials
2519|324|Programming Complete|2025-03-19|2025-04-01|Completed|Delayed - Materials
2520|324|Final Walkthrough|2025-03-25|2025-04-05|Completed|
2521|325|Design Approval|2024-02-26|2024-03-02|Completed|Slight delay - Materials
2522|325|Materials Ordered|2024-02-27|2024-03-04|Completed|Slight delay - Materials
2523|325|Rough-In Start|2024-03-09|2024-03-13|Completed|Ahead of schedule
2524|325|Rough-In Complete|2024-03-17|2024-03-17|Completed|
2525|325|Trim-Out Start|2024-03-30|2024-03-27|Completed|
2526|325|Trim-Out Complete|2024-04-05|2024-03-31|Completed|
2527|325|Programming Start|2024-04-13|2024-04-23|Completed|Slight delay - Materials
2528|325|Programming Complete|2024-04-26|2024-04-27|Completed|
2529|325|Final Walkthrough|2024-05-01|2024-05-09|Completed|Slight delay - Materials
2530|326|Design Approval|2023-11-16|TBD|Pending|
2531|326|Materials Ordered|2023-11-17|TBD|Pending|
2532|326|Rough-In Start|2023-11-21|TBD|Pending|
2533|326|Rough-In Complete|2023-11-26|TBD|Pending|
2534|326|Trim-Out Start|2023-11-27|TBD|Pending|
2535|326|Trim-Out Complete|2023-11-30|TBD|Pending|
2536|326|Programming Start|2023-12-07|TBD|Pending|
2537|326|Programming Complete|2023-12-09|TBD|Pending|
2538|326|Final Walkthrough|2023-12-16|TBD|Pending|
2539|327|Design Approval|2021-04-18|TBD|Pending|
2540|327|Materials Ordered|2021-05-09|TBD|Pending|
2541|327|Rough-In Start|2021-05-23|TBD|Pending|
2542|327|Rough-In Complete|2021-06-09|TBD|Pending|
2543|327|Trim-Out Start|2021-06-18|TBD|Pending|
2544|327|Trim-Out Complete|2021-07-09|TBD|Pending|
2545|327|Programming Start|2021-07-22|TBD|Pending|
2546|327|Programming Complete|2021-08-07|TBD|Pending|
2547|327|Final Walkthrough|2021-08-16|TBD|Pending|
2548|328|Design Approval|2023-01-02|2022-12-30|Completed|
2549|328|Materials Ordered|2023-01-04|2023-01-04|Completed|
2550|328|Rough-In Start|2023-01-11|2023-01-23|Completed|Delayed - Materials
2551|328|Rough-In Complete|2023-01-19|2023-01-29|Completed|Delayed - Materials
2552|328|Trim-Out Start|2023-01-26|2023-02-03|Completed|
2553|328|Trim-Out Complete|2023-02-12|2023-02-14|Completed|
2554|328|Programming Start|2023-02-18|2023-02-22|Completed|
2555|328|Programming Complete|2023-02-22|2023-02-28|Completed|Delayed - Client Request
2556|328|Final Walkthrough|2023-03-02|2023-03-11|Completed|Delayed - Materials
2557|329|Design Approval|2023-01-26|TBD|Pending|
2558|329|Materials Ordered|2023-02-05|TBD|Pending|
2559|329|Rough-In Start|2023-02-06|TBD|Pending|
2560|329|Rough-In Complete|2023-02-15|TBD|Pending|
2561|329|Trim-Out Start|2023-02-21|TBD|Pending|
2562|329|Trim-Out Complete|2023-02-26|TBD|Pending|
2563|329|Programming Start|2023-03-06|TBD|Pending|
2564|329|Programming Complete|2023-03-08|TBD|Pending|
2565|329|Final Walkthrough|2023-03-19|TBD|Pending|
2566|330|Design Approval|2025-04-02|2025-04-16|Completed|Delayed - Materials
2567|330|Materials Ordered|2025-04-19|2025-04-30|Completed|Delayed - Inspections
2568|330|Rough-In Start|2025-05-07|2025-05-08|Completed|
2569|330|Rough-In Complete|2025-05-13|2025-05-10|Completed|
2570|330|Trim-Out Start|2025-05-21|2025-05-28|Completed|Delayed - Materials
2571|330|Trim-Out Complete|2025-06-04|2025-06-06|Completed|
2572|330|Programming Start|2025-06-18|2025-06-30|Completed|Delayed - Inspections
2573|330|Programming Complete|2025-06-30|2025-07-01|Completed|
2574|330|Final Walkthrough|2025-07-18|2025-07-17|Completed|
2575|331|Design Approval|2024-07-11|2024-07-10|Completed|
2576|331|Materials Ordered|2024-07-12|2024-07-11|Completed|
2577|331|Rough-In Start|2024-07-22|2024-07-22|Completed|
2578|331|Rough-In Complete|2024-07-26|2024-08-03|Completed|Delayed - Materials
2579|331|Trim-Out Start|2024-08-10|2024-08-20|Completed|Delayed - Inspections
2580|331|Trim-Out Complete|2024-08-15|2024-08-21|Completed|
2581|331|Programming Start|2024-08-19|2024-08-27|Completed|Delayed - Materials
2582|331|Programming Complete|2024-09-01|2024-09-01|Completed|
2583|331|Final Walkthrough|2024-09-12|2024-09-11|Completed|
2584|332|Design Approval|2021-11-12|2021-11-13|Completed|
2585|332|Materials Ordered|2021-11-14|2021-11-23|Completed|Slight delay - Materials
2586|332|Rough-In Start|2021-11-23|2021-11-28|Completed|Slight delay - Materials
2587|332|Rough-In Complete|2021-11-30|2021-12-05|Completed|Slight delay - Materials
2588|332|Trim-Out Start|2021-12-08|2021-12-17|Completed|Slight delay - Materials
2589|332|Trim-Out Complete|2021-12-12|2021-12-22|Completed|Slight delay - Materials
2590|332|Programming Start|2021-12-28|2021-12-24|Completed|
2591|332|Programming Complete|2022-01-06|2022-01-11|Completed|Ahead of schedule
2592|332|Final Walkthrough|2022-01-14|2022-01-18|Completed|Ahead of schedule
2593|333|Design Approval|2022-04-04|2022-04-12|Completed|Delayed - Inspections
2594|333|Materials Ordered|2022-04-05|2022-04-15|Completed|
2595|333|Rough-In Start|2022-04-19|2022-04-22|Completed|
2596|333|Rough-In Complete|2022-04-20|2022-04-22|Completed|
2597|333|Trim-Out Start|2022-04-25|2022-04-28|Completed|
2598|333|Trim-Out Complete|2022-05-05|2022-05-17|Completed|Delayed - Materials
2599|333|Programming Start|2022-05-13|2022-05-20|Completed|
2600|333|Programming Complete|2022-05-24|2022-06-06|Completed|Delayed - Materials
2601|333|Final Walkthrough|2022-05-25|2022-06-07|Completed|
2602|334|Design Approval|2024-02-18|2024-02-20|Completed|
2603|334|Materials Ordered|2024-03-08|2024-03-18|Completed|Slight delay - Materials
2604|334|Rough-In Start|2024-03-23|2024-03-29|Completed|Ahead of schedule
2605|334|Rough-In Complete|2024-04-08|2024-04-11|Completed|
2606|334|Trim-Out Start|2024-04-27|2024-04-22|Completed|
2607|334|Trim-Out Complete|2024-05-12|2024-05-07|Completed|
2608|334|Programming Start|2024-06-03|2024-06-07|Completed|Slight delay - Materials
